protein1,protein2,label
Q16670,Q9BQ66,Positive
Q16670,Q8WV44,Positive
Q16670,Q01344,Negative
Q16670,A8MTY0,Negative
Q16670,Q9Y3A4,Negative
Q16670,Q8WWF8,Negative
Q9H098,Q8NH37,Negative
Q9H098,P20823,Negative
Q9H098,P62851,Negative
P16930,P60410,Positive
P16930,P26371,Positive
P16930,P15884,Positive
P16930,A0A0C4DH34,Negative
P16930,Q96CS7,Negative
P16930,P78310,Negative
Q05519,P14921,Positive
Q05519,O43716,Positive
Q05519,Q5T013,Positive
Q05519,Q9UHX1,Positive
Q05519,Q14498,Positive
Q05519,O00560,Positive
Q05519,Q8WXA9,Positive
Q05519,A7MD48,Positive
Q05519,Q92844,Positive
Q05519,O95231,Negative
Q05519,Q86SK9,Negative
Q05519,P61964,Negative
Q9H093,P41271,Negative
Q9H093,P58550,Negative
Q9UK53,P15559,Positive
Q9UK53,P59827,Negative
Q9UK53,Q17R55,Negative
Q9H091,Q8IUE6,Negative
Q9H091,Q99638,Negative
Q96J94,Q08E93,Negative
Q96J94,Q96MH2,Negative
P16989,Q6NXG1,Negative
P16989,Q8N7P7,Negative
P16989,Q6U736,Negative
P16989,O94907,Negative
Q9H095,Q9ULC8,Negative
Q9H095,O15243,Negative
Q9H095,P60484,Negative
Q9H095,P05814,Negative
O43172,Q92917,Positive
O43172,O43447,Positive
O43172,Q99726,Negative
O43172,P11712,Negative
O43172,O95391,Negative
Q7Z4H8,O95456,Negative
Q7Z4H8,Q9H981,Negative
Q7Z4H8,G3V0H7,Negative
Q7Z4H8,O95997,Negative
P19419,P27361,Positive
P19419,P63165,Positive
P19419,P63279,Positive
P19419,Q96C57,Negative
P19419,Q86VP1,Negative
P19419,O43524,Negative
P19419,Q9Y2C4,Negative
P02814,Q9UMX0,Positive
P02812,Q96DY2,Negative
P02812,Q969T9,Negative
P02812,P05814,Negative
O43174,A0A0B4J1X8,Negative
P27352,Q8NGU2,Negative
Q9UBM4,P07919,Negative
Q3ZLR7,P47887,Negative
Q3ZLR7,Q96IJ6,Negative
P02818,Q9H343,Negative
P02818,Q9Y265,Negative
Q96LW7,Q9UPY8,Negative
Q96LW7,Q8WWX8,Negative
P62508,Q05D60,Positive
P62508,P50222,Positive
P62508,Q6IN84,Positive
P62508,P51843,Positive
P62508,A0MZ66,Positive
P62508,P04049,Negative
P62508,Q8IUS5,Negative
P62508,Q7LGC8,Negative
Q96LW2,Q92769,Negative
Q96LW2,P01111,Negative
Q96LW2,Q9Y2P7,Negative
Q96LW2,Q9NP77,Negative
Q96LW1,P39210,Negative
Q8N6U2,P60328,Positive
Q8N6U2,Q9BYQ3,Positive
Q8N6U2,P83110,Negative
Q8N6U2,P43378,Negative
Q8N6U2,P31943,Negative
P62502,Q6NT89,Negative
P62502,Q9HBK9,Negative
P62502,Q8WXS4,Negative
Q5SRH9,Q494X3,Negative
Q5SRH9,O76054,Negative
Q5SRH9,O00762,Negative
Q8WW34,P17544,Positive
Q8WW34,Q8NI60,Positive
Q8WW34,Q7Z6J4,Positive
Q8WW34,Q96BZ8,Positive
Q8WW34,Q9UNA4,Positive
Q8WW34,O00560,Positive
Q8WW34,Q9HC62,Positive
Q8WW34,P45974,Positive
Q8WW34,Q96HA8,Positive
Q8WW34,Q3SY77,Negative
Q96LW9,Q14320,Negative
Q96LW9,P53365,Negative
Q14050,Q9UNP4,Negative
Q9Y6R1,Q6IAA8,Negative
Q14055,P50222,Positive
Q14055,Q6ZN11,Negative
Q6ZWL3,Q9UNN4,Negative
Q6ZWL3,P56385,Negative
Q5VT99,P01009,Negative
Q5VT98,Q9BU19,Negative
Q5VT98,P46108,Negative
P35408,Q15646,Negative
P35408,Q6I9Y2,Negative
P35408,Q9P2X0,Negative
P35408,P15336,Negative
P35408,Q86UE4,Negative
Q8WY91,Q9BXC0,Negative
Q8WY91,I3L273,Negative
Q8TAZ6,P48230,Positive
Q8TAZ6,Q6TFL4,Negative
Q8TAZ6,P15391,Negative
Q8TAZ6,Q9HCL2,Negative
Q9P0T7,Q6J272,Negative
Q9P0T7,Q2T9K0,Negative
Q9P0T7,O14548,Negative
Q7RTS3,Q86UN6,Negative
Q7RTS3,P25311,Negative
P11387,P01106,Positive
P11387,Q99801,Positive
Q86YM7,Q9P2A4,Positive
Q86YM7,Q0VDD7,Positive
Q86YM7,Q9NSC5,Positive
Q86YM7,Q9BW04,Positive
Q4G0W2,Q96EH8,Negative
Q4G0W2,Q9UBC5,Negative
Q4G0W2,P29466,Negative
Q96H79,P22362,Negative
Q96H79,Q9NPR2,Negative
Q96H79,Q96DH6,Negative
Q96H79,Q9NQT6,Negative
Q96HF1,O75695,Negative
Q96HF1,P51449,Negative
A6NF83,Q15629,Negative
A6NF83,Q9UGV2,Negative
A6NF83,Q9BZE0,Negative
A6NF83,O75223,Negative
O14960,A0A0B4J1Z2,Negative
O14960,Q9Y274,Negative
O14960,Q96M43,Negative
O14960,Q14392,Negative
O14960,O60513,Negative
Q8N7S2,Q7Z7A3,Negative
Q8N7S2,Q53T59,Negative
Q8N7S2,O15162,Negative
Q8N7S2,Q13164,Negative
O14965,Q9NWT8,Positive
O14965,O15392,Positive
O14965,P61978,Positive
O14965,Q13123,Positive
O14965,O14920,Positive
O14965,P04198,Positive
O14965,P06748,Positive
O14965,P53350,Positive
O14965,O15350,Positive
O14965,Q9ULW0,Positive
O14965,O14931,Negative
O14965,Q8TCX1,Negative
O14965,P20810,Negative
O14965,A6NHZ5,Negative
O14965,P07737,Negative
A6NLF2,Q9NQ87,Negative
A6NLF2,Q15669,Negative
A6NLF2,P62861,Negative
A6NLF2,Q717R9,Negative
O14967,A0A1B0GUQ0,Negative
O14967,Q6NUR6,Negative
O14967,Q9Y5W9,Negative
Q8N7S6,Q96PM5,Negative
O43396,Q96F24,Negative
O43396,Q96DT7,Negative
O43396,Q9GZR5,Negative
A6NF89,Q15306,Negative
A6NF89,Q8NH61,Negative
A6NF89,A6NJ64,Negative
A6NF89,Q6P5X7,Negative
O43395,Q8IZU0,Positive
O43395,O75031,Positive
O43395,P55081,Positive
O43395,Q8N5F7,Positive
O43395,O43242,Positive
O43395,Q2KHN1,Positive
O43395,O75940,Positive
O43395,Q9HCM9,Positive
O43395,P26368,Positive
O43390,Q5VWX1,Positive
O43390,P16333,Positive
O43390,Q99873,Positive
O43390,P0CW20,Negative
O43390,P0DOX6,Negative
O43390,Q8TBZ9,Negative
Q9GZW8,P51157,Negative
Q9GZW8,Q9H8U3,Negative
Q9GZW8,O95199,Negative
Q9GZW8,A1L443,Negative
Q9GZW8,P0CG04,Negative
Q2TAA2,Q5VYY1,Negative
Q2TAA5,Q9UBE8,Negative
Q2TAA5,P07900,Negative
Q2TAA5,E5RJ46,Negative
Q2TAA5,Q02543,Negative
P09874,Q13007,Positive
P09874,Q9Y530,Positive
P09874,P63165,Positive
P09874,Q5TGS1,Negative
P09874,Q96NT1,Negative
Q2TAA8,Q9NZD8,Positive
Q2TAA8,P48509,Negative
P09871,Q96PU8,Negative
P09871,Q9NP72,Negative
P04553,P49917,Negative
P04553,P04198,Negative
P04553,P40238,Negative
P04553,Q9Y619,Negative
Q6YFQ2,Q96NE9,Positive
Q6YFQ2,Q9BZM4,Negative
Q6YFQ2,A6NF36,Negative
Q6YFQ2,Q96P70,Negative
Q6YFQ2,Q6ZRP0,Negative
Q6YFQ2,P28335,Negative
O75015,P0CG24,Negative
O75015,Q6W0C5,Negative
P0DKX0,Q13356,Negative
P0DKX0,Q8N8E1,Negative
P0DKX0,P01742,Negative
P0DKX0,Q96I15,Negative
Q7Z7A4,Q9BVG9,Negative
O75019,Q6PF06,Negative
O75019,Q9C019,Negative
Q96FN4,Q9H079,Positive
Q96FN4,Q04864,Positive
Q96FN4,O60504,Positive
Q96FN4,Q9NYB0,Positive
Q96FN4,P14373,Positive
Q96FN4,Q8TBC4,Positive
Q7Z7A3,Q9BTM9,Positive
Q7Z7A3,Q99626,Negative
Q7Z7A3,P10321,Negative
Q7Z7A3,Q9NV79,Negative
Q7Z7A3,Q9GZM3,Negative
Q01081,P63010,Positive
Q01081,Q86X95,Positive
Q01081,P49760,Positive
Q01081,P61978,Positive
Q01081,Q6NYC1,Positive
Q01081,Q8N5F7,Positive
Q01081,Q13435,Positive
Q01081,P78362,Positive
Q01081,O43463,Positive
Q01081,P26368,Positive
Q01081,Q16048,Negative
Q01081,Q96IM9,Negative
Q01081,P30483,Negative
Q8IWU6,Q8N6G2,Negative
Q8IWU6,Q9NRI7,Negative
Q8IWU6,Q9BQB6,Negative
Q8IWU4,Q96BA8,Positive
Q8IWU4,Q9BQE5,Negative
Q70YC4,Q96EF9,Negative
Q70YC4,B2RV13,Negative
Q70YC4,P86434,Negative
Q70YC4,P48050,Negative
Q70YC5,Q9NXR1,Positive
Q70YC5,Q06136,Negative
Q70YC5,Q9H5J4,Negative
Q9UIL1,Q6A162,Positive
Q9UIL1,P15884,Positive
Q9UIL1,Q13356,Negative
Q9UIL1,F5H4A9,Negative
Q9UIL1,Q9NQ30,Negative
Q96DU9,Q6ZMM2,Negative
Q96DU9,Q8IUC2,Negative
Q96DU9,Q9BV44,Negative
Q96DU9,O75431,Negative
Q9Y3D9,Q8N6Y0,Positive
Q9Y3D9,Q9UK96,Negative
Q9Y3D9,P13236,Negative
Q9Y3D9,P06730,Negative
Q6PIU1,Q9H707,Negative
Q6PIU1,Q67FW5,Negative
Q6PIU1,Q9Y4A0,Negative
Q6PIU1,Q3C1V0,Negative
Q9H814,P31944,Negative
Q9H814,P20336,Negative
Q6PIU2,O15503,Negative
Q9BZK8,Q9UHM6,Negative
Q9BZK8,Q15390,Negative
Q9BZK8,Q9P2B4,Negative
Q9BZK8,O00624,Negative
Q9BZK8,Q6ULP2,Negative
Q15654,Q5W150,Positive
Q15654,Q9NYB9,Positive
Q15654,P29972,Positive
Q15654,P48047,Positive
Q15654,Q13895,Positive
Q15654,P26441,Positive
Q15654,P53673,Positive
Q15654,O75638,Positive
Q15654,Q9NQL9,Positive
Q15654,Q86UW9,Positive
Q15654,Q5JVL4,Positive
Q15654,Q8N2X6,Positive
Q15654,P48023,Positive
Q15654,O43559,Positive
Q15654,P04899,Positive
Q15654,Q13227,Positive
Q15654,P31269,Positive
Q15654,P17482,Positive
Q15654,Q0VD86,Positive
Q15654,Q99706,Positive
Q15654,Q9H2R5,Positive
Q15654,Q6PEX3,Positive
Q15654,P25791,Positive
Q15654,Q9Y316,Positive
Q15654,Q9H7H0,Positive
Q15654,Q8IXL7,Positive
Q15654,O43639,Positive
Q15654,O43482,Positive
Q15654,Q13526,Positive
Q15654,Q3SYA9,Positive
Q15654,Q96I34,Positive
Q15654,Q13131,Positive
Q15654,P54646,Positive
Q15654,P54725,Positive
Q15654,Q86VV4,Positive
Q15654,P48380,Positive
Q15654,P61586,Positive
Q15654,Q8IYX7,Positive
Q15654,P12236,Positive
Q15654,O75716,Positive
Q15654,Q8WW24,Positive
Q15654,O43734,Positive
Q15654,Q9UL33,Positive
Q15654,Q14134,Positive
Q15654,Q6ZVT0,Positive
Q15654,Q99757,Positive
Q15654,Q06250,Positive
Q15654,Q5JTD7,Negative
Q15654,Q9UL25,Negative
Q15654,Q2NL67,Negative
Q15654,Q96S07,Negative
Q15654,O95721,Negative
Q15653,Q9UKB1,Positive
Q15653,Q04206,Positive
Q15653,Q8N1B4,Positive
Q15653,Q8N9K5,Negative
Q15653,Q92537,Negative
Q15650,O60869,Negative
Q15651,P05452,Negative
O95498,A6NDB9,Negative
O95498,Q96C90,Negative
O95498,A6NKH3,Negative
Q13433,Q9UNL2,Negative
Q13434,Q14258,Negative
Q13434,Q53TN4,Negative
Q13434,Q13748,Negative
Q6DD87,Q86TW2,Negative
Q6DD87,Q96R47,Negative
Q6DD87,Q96RB7,Negative
Q8NEX6,Q96DD7,Negative
Q8NEX6,Q9C0B6,Negative
Q8IXH7,P10398,Positive
Q8IXH7,Q9H3P2,Positive
Q8IXH7,Q99717,Negative
Q8TCB6,A6NLE4,Negative
Q8TCB6,Q96EP9,Negative
P11117,P20815,Negative
Q5JSQ8,P0CG00,Negative
Q5JSQ8,P22557,Negative
Q5JSQ8,Q5JRS4,Negative
Q5JSQ8,P48051,Negative
Q6P3V2,Q9H4F8,Negative
Q6P3V2,O95136,Negative
O75874,A4D2G3,Negative
Q9HB14,P20337,Negative
Q9HB14,P08236,Negative
Q9HB14,Q96E39,Negative
Q9HB14,Q9H6Z9,Negative
A0PJX0,Q6EMK4,Positive
A0PJX0,Q5PT55,Negative
A0PJX0,Q9Y2U9,Negative
A0PJX0,Q9NPC2,Negative
A0PJX0,Q8IZ41,Negative
A8MT33,O95214,Negative
A8MT33,Q0P6D6,Negative
A8MT33,P47813,Negative
A8MT33,P15880,Negative
A8MT33,Q15800,Negative
Q13557,Q8N9N5,Positive
Q13557,Q9UQM7,Positive
Q13557,O96015,Positive
Q13557,P68106,Positive
Q13557,P51116,Positive
Q13557,Q96BY2,Positive
Q13557,Q9Y3B7,Positive
Q13557,Q8N0Z6,Positive
Q13557,Q8NBK3,Negative
Q13557,Q96MP5,Negative
Q969G2,Q9Y6H1,Positive
Q969G2,Q5QP82,Positive
Q969G2,Q6P4F2,Positive
Q969G2,Q17RB8,Positive
Q969G2,Q9Y5N6,Positive
Q969G2,P28069,Positive
Q969G2,O60880,Positive
Q969G2,Q9BV90,Positive
Q969G2,O75604,Positive
Q969G2,Q9UK55,Negative
Q13555,Q96SI9,Positive
Q13555,Q96EN9,Negative
Q13555,P53365,Negative
Q13555,Q9Y5K3,Negative
O95727,Q9BY67,Positive
O95727,A6NFH5,Negative
Q8NBI6,Q15771,Negative
Q8NBI6,Q9GZQ4,Negative
Q8NBI6,Q9H0X4,Negative
O95721,Q8IZU0,Positive
O95721,Q9H115,Positive
O95721,Q86Y82,Positive
O95721,P56962,Positive
O95721,Q16623,Positive
O95721,O43752,Positive
O95721,P23763,Positive
O95721,P63027,Positive
O95721,O95183,Positive
O95721,Q9BV40,Positive
O95721,Q8TBZ9,Negative
O95721,Q9UHW5,Negative
Q92876,Q01718,Negative
Q92876,P55291,Negative
Q92876,P14679,Negative
Q92876,Q15008,Negative
Q92876,P09238,Negative
Q96GD4,O15392,Positive
Q96GD4,Q16543,Positive
Q96GD4,Q53HL2,Positive
Q96GD4,Q86XJ1,Positive
Q96GD4,P08238,Positive
Q96GD4,Q92993,Positive
Q96GD4,Q15691,Positive
Q96GD4,P06748,Positive
Q96GD4,P30153,Positive
Q96GD4,Q8WYJ6,Positive
P01892,P61769,Positive
P01892,O15533,Positive
P01892,Q9BX59,Positive
P01892,Q5SQ13,Negative
P01892,Q9H2W1,Negative
P01892,Q9NPF7,Negative
P01893,P59091,Negative
P01893,Q9P0P0,Negative
P01893,Q13642,Negative
Q96GD3,Q9UM19,Positive
Q96GD3,P43365,Positive
P01891,Q13363,Negative
Q9H6I2,P35222,Positive
Q6ZP98,P12830,Negative
Q6ZP98,Q9H0W8,Negative
O75879,O75083,Negative
O75879,Q6PGQ7,Negative
Q8NHQ8,Q9Y543,Negative
Q8NHQ8,Q96CN4,Negative
Q8NHQ8,Q8NDY8,Negative
Q8NHQ8,P51793,Negative
Q8NHQ8,O00237,Negative
Q5T742,P32189,Negative
P36980,Q8N556,Negative
Q8NHQ1,Q9ULW3,Positive
Q8NHQ1,Q9NR81,Positive
Q8NHQ1,P48047,Positive
Q8NHQ1,Q9BXY8,Positive
Q8NHQ1,Q9HCU9,Positive
Q8NHQ1,Q13895,Positive
Q8NHQ1,Q6ZUT1,Positive
Q8NHQ1,Q9H7E9,Positive
Q8NHQ1,Q9H257,Positive
Q8NHQ1,Q9BW85,Positive
Q8NHQ1,Q6P1J9,Positive
Q8NHQ1,Q96GN5,Positive
Q8NHQ1,Q8IYX8,Positive
Q8NHQ1,Q96M91,Positive
Q8NHQ1,P38432,Positive
Q8NHQ1,Q9UJV9,Positive
Q8NHQ1,P26196,Positive
Q8NHQ1,P50402,Positive
Q8NHQ1,P54849,Positive
Q8NHQ1,Q9H0I2,Positive
Q8NHQ1,Q86V42,Positive
Q8NHQ1,Q8N9E0,Positive
Q8NHQ1,Q8NE31,Positive
Q8NHQ1,Q7L5A3,Positive
Q8NHQ1,Q8WXI9,Positive
Q8NHQ1,Q8IVS8,Positive
Q8NHQ1,Q9NWQ4,Positive
Q8NHQ1,Q5T3I0,Positive
Q8NHQ1,Q96SL4,Positive
Q8NHQ1,Q96CS2,Positive
Q8NHQ1,Q8WW32,Positive
Q8NHQ1,P10809,Positive
Q8NHQ1,Q13123,Positive
Q8NHQ1,Q15323,Positive
Q8NHQ1,Q96BZ8,Positive
Q8NHQ1,Q96GY3,Positive
Q8NHQ1,Q9H7H0,Positive
Q8NHQ1,P55081,Positive
Q8NHQ1,Q9BU76,Positive
Q8NHQ1,Q9UFN0,Positive
Q8NHQ1,Q9UGY1,Positive
Q8NHQ1,Q9BXS6,Positive
Q8NHQ1,Q9BSJ6,Positive
Q8NHQ1,Q96T49,Positive
Q8NHQ1,Q9H875,Positive
Q8NHQ1,Q99633,Positive
Q8NHQ1,Q8WWY3,Positive
Q8NHQ1,P25786,Positive
Q8NHQ1,P26373,Positive
Q8NHQ1,Q86XK3,Positive
Q8NHQ1,O95391,Positive
Q8NHQ1,Q969G3,Positive
Q8NHQ1,P62316,Positive
Q8NHQ1,Q99909,Positive
Q8NHQ1,O00506,Positive
Q8NHQ1,O43463,Positive
Q8NHQ1,Q9BSW7,Positive
Q8NHQ1,Q9H5J8,Positive
Q8NHQ1,Q14134,Positive
Q8NHQ1,P43897,Positive
Q8NHQ1,Q3SY00,Positive
Q8NHQ1,Q9Y3A2,Positive
Q8NHQ1,Q8TBK6,Positive
Q8NHQ1,Q8N5A5,Positive
Q8NHQ1,P52737,Positive
Q8NHQ1,Q14929,Positive
Q8NHQ1,Q16600,Positive
Q8NHQ1,Q14584,Positive
Q8NHQ1,Q9NR11,Positive
Q8NHQ1,Q86UD4,Positive
Q8NHQ1,Q86VK4,Positive
Q8NHQ1,Q8TAU3,Positive
Q8NHQ1,Q8NDP4,Positive
Q8NHQ1,Q9ULM2,Positive
Q8NHQ1,Q8NEP9,Positive
Q8NHQ1,Q7Z3I7,Positive
Q8NHQ1,Q96SQ5,Positive
Q8NHQ1,Q96NL3,Positive
Q8NHQ1,O43309,Positive
Q8NHQ1,P53674,Negative
Q8NHQ1,Q5T3Y7,Negative
Q8NHQ1,Q9NWM8,Negative
Q5T749,A8MQ03,Positive
Q5T749,Q13643,Positive
Q5T749,P49639,Positive
Q5T749,P60328,Positive
Q5T749,Q3LI66,Positive
Q5T749,Q9BYE3,Positive
Q5T749,P32242,Positive
Q5T749,Q96SQ5,Positive
P50336,O95243,Negative
Q9UNA1,O14613,Positive
Q9UNA1,Q9HB21,Negative
Q9UNA1,O75791,Negative
Q9UNA1,P29373,Negative
Q9UMY4,Q15041,Positive
Q9UMY4,P16333,Positive
Q9UMY4,P48146,Negative
Q9NWY4,P08754,Negative
Q9NWY4,Q8IVH4,Negative
Q9NY87,Q92934,Negative
Q9NY87,Q8N912,Negative
Q92870,P35249,Negative
Q92870,P06733,Negative
Q3SY69,Q8N6V4,Negative
P37059,P53370,Negative
P37058,Q6UX73,Negative
P37058,P45452,Negative
P37058,A4IF30,Negative
P37058,P51572,Negative
A0A1B0GVS7,P10155,Negative
A0A1B0GVS7,Q9BZJ8,Negative
A0A1B0GVS7,P13385,Negative
A0A1B0GVS7,Q9NSG2,Negative
P50151,P08779,Positive
P50151,Q15323,Positive
P50151,O76015,Positive
P50151,P15884,Positive
P50150,Q99952,Negative
P50150,Q5TA79,Negative
P50150,O60635,Negative
P50150,P17152,Negative
P50150,Q96QE2,Negative
Q6UXP7,Q9C019,Positive
Q6UXP7,Q9P2N2,Negative
Q6UXP7,B3EWG3,Negative
Q6UXP7,Q9H8Y1,Negative
Q6UXP7,Q14257,Negative
Q9UQB8,Q9UFG5,Positive
Q9UQB8,P60953,Positive
Q9UQB8,Q9NZ81,Positive
Q9UQB8,P63000,Positive
Q9UQB8,Q15428,Positive
Q9UQB8,Q15427,Positive
Q9UQB8,Q99593,Positive
Q9UQB8,P50552,Positive
Q9UQB8,Q9Y6W5,Positive
Q9UQB8,Q8IUH5,Positive
Q9UQB8,Q96LT6,Negative
Q9UQB8,Q14533,Negative
Q9UQB9,O15392,Positive
Q9UQB9,Q9NQS7,Positive
Q9UQB9,Q9NVE7,Negative
Q9UQB9,Q5GH77,Negative
Q9UQB9,Q5NDL2,Negative
Q9UQB9,O95047,Negative
Q9UQB9,P09529,Negative
Q9NX45,Q99685,Negative
Q9NX45,O00471,Negative
Q13882,Q5JST6,Positive
Q13882,O00471,Positive
Q13882,Q13480,Positive
Q13882,Q5VWX1,Positive
Q13882,Q04864,Positive
Q13882,P23246,Positive
Q13882,O00401,Positive
Q13882,P29466,Negative
Q6ZN32,Q9H2I8,Negative
Q6ZN32,P07951,Negative
Q13884,P27824,Negative
Q13884,O00204,Negative
Q13884,Q5JXX7,Negative
P33240,Q6P1J9,Positive
P33240,Q0VD86,Positive
P33240,O95453,Positive
P33240,Q99932,Positive
P33240,O75177,Positive
P33240,P53999,Positive
P33240,Q92734,Positive
P33240,Q9UMX0,Positive
P33240,Q9UHR5,Negative
P33240,A0A1B0GVZ9,Negative
P33240,Q6ZMB0,Negative
Q13886,Q8TC76,Negative
Q13886,Q9NR55,Negative
Q13889,Q6P1K8,Positive
Q13889,Q96MM7,Negative
Q13889,P20036,Negative
Q13889,Q9NRX5,Negative
Q96BJ3,Q9NWS6,Positive
Q96BJ3,Q8TBB1,Positive
Q06889,Q52M58,Negative
Q06889,A1L0T0,Negative
Q06889,P49326,Negative
Q9NQ87,Q99750,Positive
Q9NQ87,Q96CS7,Positive
Q9NQ87,Q93062,Positive
Q9NQ87,O15488,Negative
Q9NQ87,Q86UQ0,Negative
Q9NQ86,Q14240,Positive
Q9NQ86,O76003,Positive
Q9NQ86,Q96NC0,Positive
Q9NQ86,Q7L0Y3,Negative
Q9NQ86,P24311,Negative
Q9NQ86,P0CE67,Negative
Q9NQ84,Q2M5E4,Negative
Q9NQ84,Q9H9S4,Negative
P51798,P49184,Negative
P51798,Q9NRB3,Negative
P51798,O00470,Negative
P51795,Q8TC94,Negative
P0C672,P13928,Negative
P51797,Q8N9N7,Negative
P51790,P56539,Negative
P51790,Q9H8X3,Negative
P48645,P26371,Positive
P48645,Q7Z3S9,Positive
P48645,Q4VC31,Negative
P48645,P40879,Negative
P48645,Q96MT0,Negative
P48645,Q9HCQ7,Negative
Q9NQ89,Q9H598,Negative
Q9BYH8,P04792,Negative
Q9BYH8,P55212,Negative
Q9BYH8,P18859,Negative
Q9BYH1,A0A1B0GTR0,Negative
Q9XRX5,Q13287,Positive
Q9XRX5,Q8N2R0,Negative
Q9XRX5,Q9BWJ5,Negative
Q9XRX5,Q8NH64,Negative
Q9XRX5,Q9Y5P4,Negative
Q9UQ72,Q8NBF6,Negative
Q9UQ72,Q6ZSI9,Negative
Q7L211,Q6UW88,Negative
Q7L211,Q9TQE0,Negative
Q6UWX4,P13646,Negative
Q6UWX4,Q9NX58,Negative
Q6UWX4,Q9BQA5,Negative
Q6UWX4,Q8TC26,Negative
Q5VYY1,P56705,Negative
Q5VYY1,P22459,Negative
Q5VYY1,Q6ZTY9,Negative
Q5VYY1,Q9Y6M1,Negative
Q3B726,O15229,Negative
Q3B726,Q96KN9,Negative
Q3B726,Q8NFX7,Negative
A7MD48,Q9P127,Positive
A7MD48,Q15973,Positive
A7MD48,Q5SZJ8,Negative
Q86UF4,Q5BJF2,Negative
Q92966,Q8IYX8,Positive
Q92966,Q9BPX1,Positive
Q92966,Q8NI38,Positive
Q86UF1,P46926,Negative
Q86UF1,Q30KQ5,Negative
Q86UF1,Q5VWP2,Negative
Q86UF1,Q13371,Negative
Q86UF1,O60308,Negative
Q8TDI7,Q9HAN9,Negative
Q8TDI7,Q8N0T1,Negative
Q17RD7,Q6RW13,Positive
Q17RD7,Q9UI14,Positive
Q17RD7,O43829,Positive
Q17RD7,Q6ZS49,Negative
Q17RD7,Q9NSB8,Negative
Q17RD7,Q8N4E7,Negative
Q6ZTN6,Q9UDV6,Negative
Q86XJ1,Q96GD4,Positive
Q86XJ1,O15392,Positive
Q86XJ1,Q53HL2,Positive
Q86XJ0,Q14210,Negative
Q86XJ0,Q8N587,Negative
Q86XJ0,Q9H4G0,Negative
Q86XJ0,Q8IYD9,Negative
Q86XJ0,Q8N307,Negative
Q9BV29,Q9NUX5,Positive
Q9BV29,Q96GL9,Negative
Q9BV29,Q9NP80,Negative
Q9BV29,O95170,Negative
Q29974,P32245,Negative
Q29974,Q9H1P6,Negative
Q29974,Q8NI99,Negative
P07306,Q96G23,Positive
P07306,Q8IX19,Positive
P07306,P03951,Negative
P07306,Q07666,Negative
Q12934,P37198,Positive
Q12934,Q96RK1,Negative
Q12934,P50151,Negative
Q9NQS1,P09017,Negative
Q9NQS1,Q8IVT2,Negative
Q9NQS1,O15130,Negative
Q4KMZ1,Q53ET0,Negative
Q4KMZ1,Q96S07,Negative
Q4KMZ1,Q13324,Negative
Q9Y672,Q4G0M1,Negative
Q9Y672,O43603,Negative
Q9Y672,A6NDX4,Negative
Q9Y673,P55895,Negative
Q9Y673,Q9HAE3,Negative
Q9Y673,Q8IVJ1,Negative
Q9UBB6,Q08117,Positive
Q9UBB6,Q9BSI4,Positive
Q9UBB6,Q8IZ16,Negative
Q9UBB6,Q9BXS1,Negative
A6NHZ5,Q9BR01,Negative
A6NHZ5,A0A0A0MT36,Negative
A6NHZ5,P0C880,Negative
Q9UBB4,Q9H7R0,Negative
A8K7I4,P62502,Negative
A8K7I4,Q6UWI4,Negative
Q07352,Q16539,Positive
Q6DRA6,P25090,Negative
Q6DRA6,Q86UW1,Negative
Q6DRA6,Q9BWP8,Negative
Q6DRA6,Q6ULP2,Negative
Q8N0U4,Q8ND82,Negative
Q8N0U4,Q8TCT0,Negative
Q8N0U4,Q9P0N8,Negative
Q8N0U4,Q9BSY4,Negative
Q9C010,P04156,Negative
Q9C010,Q9BYG7,Negative
Q9C010,Q9UDV7,Negative
Q5SZJ8,Q5QJ38,Negative
Q5SZJ8,Q96EB6,Negative
P61513,P43360,Positive
P61513,Q9UFC0,Negative
P61513,Q86X60,Negative
P61513,P05204,Negative
P0DOX5,O00219,Negative
P0DOX5,Q8IX06,Negative
P0DOX5,Q9H223,Negative
P0DOX5,Q9NXV6,Negative
P0DOX5,Q8TC41,Negative
P0DOX4,Q9H0C1,Negative
P0DOX4,O43318,Negative
P62879,Q96LB8,Negative
P62879,P51151,Negative
P0DOX6,P00739,Negative
P0DOX6,Q8N7P1,Negative
P0DOX6,Q6UY18,Negative
P0DOX6,Q14195,Negative
P0DOX3,Q9NPA2,Negative
P0DOX3,Q96LB0,Negative
P0DOX2,Q16769,Negative
P62873,P59768,Positive
P62873,P19878,Positive
P62873,P14770,Negative
P62877,Q13616,Positive
P62877,Q13617,Positive
P62877,Q13620,Positive
P62877,Q93034,Positive
P62877,P59991,Positive
P62877,Q13309,Positive
P62877,P61081,Positive
P62877,P12034,Negative
P62877,O75880,Negative
Q9UIG5,Q15435,Negative
Q96CX2,Q9H3F6,Negative
Q969L2,P53365,Positive
Q969L2,Q05329,Positive
Q969L2,P43378,Positive
Q969L2,Q96AX2,Positive
Q969L2,Q969Z0,Positive
Q969L2,P0C1H6,Negative
Q969L2,H3BRN8,Negative
Q969L2,O60493,Negative
Q969L2,O00631,Negative
P23469,P05408,Negative
Q53EU6,Q9NX77,Negative
Q53EU6,P55210,Negative
Q9Y5F2,Q9BS34,Negative
P29508,Q9HAI6,Negative
P29508,Q8NGE0,Negative
P29508,Q96KN9,Negative
